date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:51	38644/38644	---M-Z	200	added ('OK')	text/html	etag:%2296f4-57fe5b9437f00-gzip%22	https://chakoteya.net/NextGen/210.htm	/tmp/tng/chakoteya.net/NextGen/210.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:52	38643/38643	---M-Z	200	added ('OK')	text/html	etag:%2296f3-57fe5b9437f00-gzip%22	https://chakoteya.net/NextGen/211.htm	/tmp/tng/chakoteya.net/NextGen/211.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:53	39929/39929	---M-Z	200	added ('OK')	text/html	etag:%229bf9-57fe5b952c140-gzip%22	https://chakoteya.net/NextGen/212.htm	/tmp/tng/chakoteya.net/NextGen/212.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:54	42453/42453	---M-Z	200	added ('OK')	text/html	etag:%22a5d5-57fe5b952c140-gzip%22	https://chakoteya.net/NextGen/213.htm	/tmp/tng/chakoteya.net/NextGen/213.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:55	40841/40841	---M-Z	200	added ('OK')	text/html	etag:%229f89-57fe5b952c140-gzip%22	https://chakoteya.net/NextGen/214.htm	/tmp/tng/chakoteya.net/NextGen/214.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:56	50850/50850	---M-Z	200	added ('OK')	text/html	etag:%22c6a2-57fe5b952c140-gzip%22	https://chakoteya.net/NextGen/215.htm	/tmp/tng/chakoteya.net/NextGen/215.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:57	35786/35786	---M-Z	200	added ('OK')	text/html	etag:%228bca-57fe5b9620380-gzip%22	https://chakoteya.net/NextGen/216.htm	/tmp/tng/chakoteya.net/NextGen/216.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:58	36955/36955	---M-Z	200	added ('OK')	text/html	etag:%22905b-57fe5b9620380-gzip%22	https://chakoteya.net/NextGen/217.htm	/tmp/tng/chakoteya.net/NextGen/217.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:52:59	39760/39760	---M-Z	200	added ('OK')	text/html	etag:%229b50-58b084775d1de-gzip%22	https://chakoteya.net/NextGen/218.htm	/tmp/tng/chakoteya.net/NextGen/218.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:00	36359/36359	---M-Z	200	added ('OK')	text/html	etag:%228e07-57fe5b9620380-gzip%22	https://chakoteya.net/NextGen/219.htm	/tmp/tng/chakoteya.net/NextGen/219.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:01	40478/40478	---M-Z	200	added ('OK')	text/html	etag:%229e1e-57fe5b97145c0-gzip%22	https://chakoteya.net/NextGen/220.htm	/tmp/tng/chakoteya.net/NextGen/220.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:02	38494/38494	---M-Z	200	added ('OK')	text/html	etag:%22965e-57fe5b97145c0-gzip%22	https://chakoteya.net/NextGen/221.htm	/tmp/tng/chakoteya.net/NextGen/221.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:03	41570/41570	---M-Z	200	added ('OK')	text/html	etag:%22a262-57fe5b97145c0-gzip%22	https://chakoteya.net/NextGen/222.htm	/tmp/tng/chakoteya.net/NextGen/222.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:04	35594/35594	---M-Z	200	added ('OK')	text/html	etag:%228b0a-57fe5b97145c0-gzip%22	https://chakoteya.net/NextGen/223.htm	/tmp/tng/chakoteya.net/NextGen/223.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:05	39708/39708	---M-Z	200	added ('OK')	text/html	etag:%229b1c-57fe5b9808800-gzip%22	https://chakoteya.net/NextGen/224.htm	/tmp/tng/chakoteya.net/NextGen/224.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:06	31013/31013	---M-Z	200	added ('OK')	text/html	etag:%227925-57fe5b9808800-gzip%22	https://chakoteya.net/NextGen/225.htm	/tmp/tng/chakoteya.net/NextGen/225.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:07	41911/41911	---M-Z	200	added ('OK')	text/html	etag:%22a3b7-58b08477208cd-gzip%22	https://chakoteya.net/NextGen/226.htm	/tmp/tng/chakoteya.net/NextGen/226.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:08	38997/38997	---M-Z	200	added ('OK')	text/html	etag:%229855-57fe5bfa42fc0-gzip%22	https://chakoteya.net/NextGen/227.htm	/tmp/tng/chakoteya.net/NextGen/227.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:09	37029/37029	---M-Z	200	added ('OK')	text/html	etag:%2290a5-57fe5bfa42fc0-gzip%22	https://chakoteya.net/NextGen/228.htm	/tmp/tng/chakoteya.net/NextGen/228.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:10	40035/40035	---M-Z	200	added ('OK')	text/html	etag:%229c63-57fe5bfb37200-gzip%22	https://chakoteya.net/NextGen/229.htm	/tmp/tng/chakoteya.net/NextGen/229.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:11	40684/40684	---M-Z	200	added ('OK')	text/html	etag:%229eec-57fe5bfb37200-gzip%22	https://chakoteya.net/NextGen/230.htm	/tmp/tng/chakoteya.net/NextGen/230.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:12	40854/40854	---M-Z	200	added ('OK')	text/html	etag:%229f96-57fe5bfb37200-gzip%22	https://chakoteya.net/NextGen/231.htm	/tmp/tng/chakoteya.net/NextGen/231.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:13	40429/40429	---M-Z	200	added ('OK')	text/html	etag:%229ded-57fe5bfb37200-gzip%22	https://chakoteya.net/NextGen/232.htm	/tmp/tng/chakoteya.net/NextGen/232.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:14	41443/41443	---M-Z	200	added ('OK')	text/html	etag:%22a1e3-57fe5bfc2b440-gzip%22	https://chakoteya.net/NextGen/233.htm	/tmp/tng/chakoteya.net/NextGen/233.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:15	30940/30940	---M-Z	200	added ('OK')	text/html	etag:%2278dc-57fe5bfc2b440-gzip%22	https://chakoteya.net/NextGen/234.htm	/tmp/tng/chakoteya.net/NextGen/234.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:16	48496/48496	---M-Z	200	added ('OK')	text/html	etag:%22bd70-57fe5bfc2b440-gzip%22	https://chakoteya.net/NextGen/235.htm	/tmp/tng/chakoteya.net/NextGen/235.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:17	37429/37429	---M-Z	200	added ('OK')	text/html	etag:%229235-57fe5bfc2b440-gzip%22	https://chakoteya.net/NextGen/236.htm	/tmp/tng/chakoteya.net/NextGen/236.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:18	34633/34633	---M-Z	200	added ('OK')	text/html	etag:%228749-57fe5bfd1f680-gzip%22	https://chakoteya.net/NextGen/237.htm	/tmp/tng/chakoteya.net/NextGen/237.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:19	45267/45267	---M-Z	200	added ('OK')	text/html	etag:%22b0d3-57fe5bfd1f680-gzip%22	https://chakoteya.net/NextGen/238.htm	/tmp/tng/chakoteya.net/NextGen/238.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:20	37649/37649	---M-Z	200	added ('OK')	text/html	etag:%229311-57fe5bfd1f680-gzip%22	https://chakoteya.net/NextGen/239.htm	/tmp/tng/chakoteya.net/NextGen/239.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:21	39494/39494	---M-Z	200	added ('OK')	text/html	etag:%229a46-57fe5bfd1f680-gzip%22	https://chakoteya.net/NextGen/240.htm	/tmp/tng/chakoteya.net/NextGen/240.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:22	32785/32785	---M-Z	200	added ('OK')	text/html	etag:%228011-5dcb3d8b300fd-gzip%22	https://chakoteya.net/NextGen/241.htm	/tmp/tng/chakoteya.net/NextGen/241.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:23	29931/29931	---M-Z	200	added ('OK')	text/html	etag:%2274eb-57fe5bfe138c0-gzip%22	https://chakoteya.net/NextGen/242.htm	/tmp/tng/chakoteya.net/NextGen/242.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:24	27744/27744	---M-Z	200	added ('OK')	text/html	etag:%226c60-57fe5bfe138c0-gzip%22	https://chakoteya.net/NextGen/243.htm	/tmp/tng/chakoteya.net/NextGen/243.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:25	39911/39911	---M-Z	200	added ('OK')	text/html	etag:%229be7-58b08476addd0-gzip%22	https://chakoteya.net/NextGen/244.htm	/tmp/tng/chakoteya.net/NextGen/244.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:26	35679/35679	---M-Z	200	added ('OK')	text/html	etag:%228b5f-57fe5bff07b00-gzip%22	https://chakoteya.net/NextGen/245.htm	/tmp/tng/chakoteya.net/NextGen/245.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:27	41584/41584	---M-Z	200	added ('OK')	text/html	etag:%22a270-58b0847676ac1-gzip%22	https://chakoteya.net/NextGen/246.htm	/tmp/tng/chakoteya.net/NextGen/246.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:28	37180/37180	---M-Z	200	added ('OK')	text/html	etag:%22913c-57fe5bff07b00-gzip%22	https://chakoteya.net/NextGen/247.htm	/tmp/tng/chakoteya.net/NextGen/247.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:29	41948/41948	---M-Z	200	added ('OK')	text/html	etag:%22a3dc-57fe5bff07b00-gzip%22	https://chakoteya.net/NextGen/248.htm	/tmp/tng/chakoteya.net/NextGen/248.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:30	32265/32265	---M-Z	200	added ('OK')	text/html	etag:%227e09-57fe5bfffbd40-gzip%22	https://chakoteya.net/NextGen/249.htm	/tmp/tng/chakoteya.net/NextGen/249.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:31	34163/34163	---M-Z	200	added ('OK')	text/html	etag:%228573-57fe5bfffbd40-gzip%22	https://chakoteya.net/NextGen/250.htm	/tmp/tng/chakoteya.net/NextGen/250.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:32	42380/42380	---M-Z	200	added ('OK')	text/html	etag:%22a58c-57fe5c6acb940-gzip%22	https://chakoteya.net/NextGen/251.htm	/tmp/tng/chakoteya.net/NextGen/251.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:33	38283/38283	---M-Z	200	added ('OK')	text/html	etag:%22958b-57fe5c6acb940-gzip%22	https://chakoteya.net/NextGen/252.htm	/tmp/tng/chakoteya.net/NextGen/252.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:34	41277/41277	---M-Z	200	added ('OK')	text/html	etag:%22a13d-57fe5c6acb940-gzip%22	https://chakoteya.net/NextGen/253.htm	/tmp/tng/chakoteya.net/NextGen/253.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:35	29928/29928	---M-Z	200	added ('OK')	text/html	etag:%2274e8-57fe5c6bbfb80-gzip%22	https://chakoteya.net/NextGen/254.htm	/tmp/tng/chakoteya.net/NextGen/254.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:36	47759/47759	---M-Z	200	added ('OK')	text/html	etag:%22ba8f-57fe5c6bbfb80-gzip%22	https://chakoteya.net/NextGen/255.htm	/tmp/tng/chakoteya.net/NextGen/255.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:37	40608/40608	---M-Z	200	added ('OK')	text/html	etag:%229ea0-57fe5c6bbfb80-gzip%22	https://chakoteya.net/NextGen/256.htm	/tmp/tng/chakoteya.net/NextGen/256.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:38	39580/39580	---M-Z	200	added ('OK')	text/html	etag:%229a9c-57fe5c6bbfb80-gzip%22	https://chakoteya.net/NextGen/257.htm	/tmp/tng/chakoteya.net/NextGen/257.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:39	38159/38159	---M-Z	200	added ('OK')	text/html	etag:%22950f-57fe5c6bbfb80-gzip%22	https://chakoteya.net/NextGen/258.htm	/tmp/tng/chakoteya.net/NextGen/258.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:40	30836/30836	---M-Z	200	added ('OK')	text/html	etag:%227874-57fe5c6cb3dc0-gzip%22	https://chakoteya.net/NextGen/259.htm	/tmp/tng/chakoteya.net/NextGen/259.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:41	38433/38433	---M-Z	200	added ('OK')	text/html	etag:%229621-596d0d0be9d29-gzip%22	https://chakoteya.net/NextGen/260.htm	/tmp/tng/chakoteya.net/NextGen/260.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:42	47662/47662	---M-Z	200	added ('OK')	text/html	etag:%22ba2e-57fe5c6cb3dc0-gzip%22	https://chakoteya.net/NextGen/261.htm	/tmp/tng/chakoteya.net/NextGen/261.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:43	36363/36363	---M-Z	200	added ('OK')	text/html	etag:%228e0b-57fe5c6cb3dc0-gzip%22	https://chakoteya.net/NextGen/262.htm	/tmp/tng/chakoteya.net/NextGen/262.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:44	37432/37432	---M-Z	200	added ('OK')	text/html	etag:%229238-57fe5c6da8000-gzip%22	https://chakoteya.net/NextGen/263.htm	/tmp/tng/chakoteya.net/NextGen/263.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:45	42306/42306	---M-Z	200	added ('OK')	text/html	etag:%22a542-57fe5c6da8000-gzip%22	https://chakoteya.net/NextGen/264.htm	/tmp/tng/chakoteya.net/NextGen/264.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:46	37401/37401	---M-Z	200	added ('OK')	text/html	etag:%229219-57fe5c6da8000-gzip%22	https://chakoteya.net/NextGen/265.htm	/tmp/tng/chakoteya.net/NextGen/265.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:47	35656/35656	---M-Z	200	added ('OK')	text/html	etag:%228b48-57fe5c6da8000-gzip%22	https://chakoteya.net/NextGen/266.htm	/tmp/tng/chakoteya.net/NextGen/266.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:48	42049/42049	---M-Z	200	added ('OK')	text/html	etag:%22a441-57fe5c6e9c240-gzip%22	https://chakoteya.net/NextGen/267.htm	/tmp/tng/chakoteya.net/NextGen/267.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:49	34685/34685	---M-Z	200	added ('OK')	text/html	etag:%22877d-57fe5c6e9c240-gzip%22	https://chakoteya.net/NextGen/268.htm	/tmp/tng/chakoteya.net/NextGen/268.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:50	36883/36883	---M-Z	200	added ('OK')	text/html	etag:%229013-57fe5c6e9c240-gzip%22	https://chakoteya.net/NextGen/269.htm	/tmp/tng/chakoteya.net/NextGen/269.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:51	37040/37040	---M-Z	200	added ('OK')	text/html	etag:%2290b0-57fe5c6e9c240-gzip%22	https://chakoteya.net/NextGen/270.htm	/tmp/tng/chakoteya.net/NextGen/270.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:52	37571/37571	---M-Z	200	added ('OK')	text/html	etag:%2292c3-57fe5c6f90480-gzip%22	https://chakoteya.net/NextGen/271.htm	/tmp/tng/chakoteya.net/NextGen/271.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:53	37307/37307	---M-Z	200	added ('OK')	text/html	etag:%2291bb-58b084763abc1-gzip%22	https://chakoteya.net/NextGen/272.htm	/tmp/tng/chakoteya.net/NextGen/272.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:54	35920/35920	---M-Z	200	added ('OK')	text/html	etag:%228c50-57fe5c6f90480-gzip%22	https://chakoteya.net/NextGen/273.htm	/tmp/tng/chakoteya.net/NextGen/273.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:55	37355/37355	---M-Z	200	added ('OK')	text/html	etag:%2291eb-57fe5c6f90480-gzip%22	https://chakoteya.net/NextGen/274.htm	/tmp/tng/chakoteya.net/NextGen/274.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:56	44871/44871	---M-Z	200	added ('OK')	text/html	etag:%22af47-57fe5c70846c0-gzip%22	https://chakoteya.net/NextGen/275.htm	/tmp/tng/chakoteya.net/NextGen/275.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:57	39484/39484	---M-Z	200	added ('OK')	text/html	etag:%229a3c-58b08476037bb-gzip%22	https://chakoteya.net/NextGen/276.htm	/tmp/tng/chakoteya.net/NextGen/276.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:53:58	84593/84593	---M-Z	200	added ('OK')	text/html	etag:%2214a71-57fe5c70846c0-gzip%22	https://chakoteya.net/NextGen/277.htm	/tmp/tng/chakoteya.net/NextGen/277.html	(from https://chakoteya.net/NextGen/episodes.htm)
10:54:00	18848/18848	---MCZ	200	added ('OK')	application/octet-stream-unknown	etag:W/%2249a0-5da43f37ee5f6%22	https://chakoteya.net/NextGen/StatisticsTNG.docx	/tmp/tng/chakoteya.net/NextGen/StatisticsTNG.docx	(from https://chakoteya.net/NextGen/episodes.htm)
10:54:01	146434/146434	---MCZ	200	added ('OK')	application/octet-stream-unknown	etag:W/%2223c02-5da43f382a644%22	https://chakoteya.net/NextGen/EpisodesTNG.xlsx	/tmp/tng/chakoteya.net/NextGen/EpisodesTNG.xlsx	(from https://chakoteya.net/NextGen/episodes.htm)
